Id_Cliente,Id_Transportador,Nota Fiscal,Qtd Volumes,Valor Nota Fiscal,Prazo Contratado,Data Expedição,Data Entrega,Ocorrência de Entrega
419,13,1071,9,4673.15,31,2023-01-31,2023-02-27,Sem Ocorrência
100,12,1072,35,3033.08,4,2023-08-04,2023-09-02,Entrega com Avaria
19,9,1073,23,2053.95,9,2023-09-26,2023-10-09,Entrega com Avaria
94,1,1074,3,3834.1,38,2023-10-14,2023-11-03,Sem Ocorrência
285,12,1075,3,958.55,41,2023-03-04,2023-03-19,Sem Ocorrência
113,3,1076,31,4965.25,24,2023-06-19,2023-07-02,Sem Ocorrência
90,11,1077,47,184.83,38,2023-10-08,2023-11-06,Entrega com Avaria
31,16,1078,29,4988.49,5,2023-08-21,2023-09-02,Entrega com Avaria
320,12,1079,48,3886.01,8,2023-05-30,2023-06-12,Entrega com Avaria
416,4,1080,47,2120.9,12,2023-10-12,2023-10-13,Entrega com Avaria
23,10,1081,47,2354.13,9,2023-09-04,2023-09-07,Entrega com Avaria
79,14,1082,5,3806.97,40,2023-08-09,2023-08-30,Sem Ocorrência
89,9,1083,22,1519.62,9,2023-10-13,2023-11-07,Entrega com Avaria
460,1,1084,8,1695.65,27,2023-01-02,2023-01-26,Sem Ocorrência
142,6,1085,38,212.85,37,2023-08-03,2023-09-01,Sem Ocorrência
170,16,1086,47,839.83,23,2023-06-09,2023-07-05,Entrega com Avaria
490,2,1087,19,4240.37,39,2023-01-06,2023-01-13,Sem Ocorrência
276,7,1088,51,4492.73,11,2023-02-11,2023-03-05,Entrega com Avaria
439,11,1089,51,827.18,3,2023-04-11,2023-05-05,Sem Ocorrência
319,2,1090,37,62.17,35,2023-09-04,2023-09-10,Entrega com Avaria
247,2,1091,43,3690.39,17,2023-11-07,2023-11-09,Sem Ocorrência
400,12,1092,34,948.16,38,2023-10-25,2023-11-15,Sem Ocorrência
203,2,1093,37,3188.94,8,2023-09-02,2023-09-05,Entrega com Avaria
396,1,1094,41,1631.61,11,2023-01-21,2023-01-30,Entrega com Avaria
364,11,1095,44,3614.39,14,2023-10-01,2023-10-18,Entrega com Avaria
17,8,1096,42,3430.97,40,2023-05-28,2023-06-01,Entrega com Avaria
204,13,1097,8,3022.66,27,2023-01-20,2023-02-13,Entrega com Avaria
418,10,1098,34,564.59,31,2023-08-26,2023-09-22,Entrega com Avaria
175,5,1099,20,845.83,10,2023-01-23,2023-02-11,Sem Ocorrência
498,12,1100,20,3859.48,6,2023-05-09,2023-05-17,Entrega com Avaria
35,1,1101,49,2934.35,21,2023-09-27,2023-10-04,Entrega com Avaria
303,13,1102,39,4831.02,4,2023-10-04,2023-10-18,Sem Ocorrência
251,14,1103,18,4547.03,25,2023-09-13,2023-10-03,Entrega com Avaria
304,16,1104,5,2666.88,7,2023-01-01,2023-01-08,Sem Ocorrência
149,11,1105,2,4738.18,27,2023-08-15,2023-08-21,Sem Ocorrência
366,1,1106,4,3483.86,33,2023-02-28,2023-03-25,Entrega com Avaria
297,9,1107,18,4529.83,17,2023-01-14,2023-02-04,Entrega com Avaria
270,11,1108,38,1058.29,34,2023-10-17,2023-10-28,Entrega com Avaria
250,14,1109,25,68.07,15,2023-05-08,2023-05-12,Sem Ocorrência
110,11,1110,17,2677.38,1,2023-11-27,2023-12-25,Sem Ocorrência
128,4,1111,5,10.34,5,2023-08-08,2023-08-21,Sem Ocorrência
342,6,1112,48,1484.28,36,2023-10-06,2023-10-14,Entrega com Avaria
205,1,1113,21,1393.38,35,2023-05-29,2023-06-25,Entrega com Avaria
141,15,1114,17,4586.87,3,2023-02-22,2023-03-05,Sem Ocorrência
294,7,1115,35,2700.16,11,2023-08-02,2023-08-16,Sem Ocorrência
449,12,1116,38,2989.82,27,2023-05-08,2023-05-30,Entrega com Avaria
292,13,1117,41,4520.09,36,2023-04-16,2023-04-27,Entrega com Avaria
461,7,1118,50,23.74,2,2023-06-19,2023-06-21,Sem Ocorrência
386,4,1119,13,2782.72,3,2023-04-11,2023-04-28,Sem Ocorrência
460,15,1120,12,1033.19,26,2023-09-28,2023-10-27,Entrega com Avaria
56,4,1121,39,1128.95,19,2023-11-30,2023-12-17,Entrega com Avaria
119,16,1122,1,860.77,33,2023-10-14,2023-10-29,Entrega com Avaria
68,9,1123,15,554.83,23,2023-01-29,2023-02-15,Entrega com Avaria
113,6,1124,24,3950.5,12,2023-05-22,2023-06-01,Sem Ocorrência
413,1,1125,34,3434.61,29,2023-12-15,2023-12-25,Entrega com Avaria
215,11,1126,5,2170.61,15,2023-07-16,2023-08-05,Sem Ocorrência
81,11,1127,44,949.77,18,2023-04-18,2023-05-01,Entrega com Avaria
217,13,1128,21,44.82,9,2023-06-22,2023-07-21,Entrega com Avaria
88,14,1129,8,3827.13,24,2023-08-26,2023-09-03,Entrega com Avaria
408,5,1130,12,1266.73,19,2023-12-03,2023-12-19,Entrega com Avaria
360,11,1131,35,4772.07,5,2023-03-29,2023-04-06,Sem Ocorrência
165,16,1132,10,2069.61,15,2023-03-14,2023-04-02,Entrega com Avaria
365,2,1133,41,1624.73,14,2023-01-28,2023-02-02,Sem Ocorrência
365,8,1134,35,4412.13,40,2023-03-13,2023-04-05,Sem Ocorrência
319,6,1135,30,1732.03,34,2023-03-06,2023-03-25,Sem Ocorrência
275,1,1136,17,544.38,25,2023-07-17,2023-07-27,Entrega com Avaria
290,2,1137,12,3129.78,21,2023-04-08,2023-05-02,Entrega com Avaria
113,1,1138,21,1760.32,28,2023-07-08,2023-07-11,Entrega com Avaria
39,13,1139,16,3331.13,16,2023-05-16,2023-06-12,Entrega com Avaria
423,15,1140,36,3520.21,4,2023-09-25,2023-10-21,Entrega com Avaria
365,10,1141,23,1255.97,12,2023-10-14,2023-10-24,Sem Ocorrência
391,5,1142,16,376.63,18,2023-09-15,2023-10-11,Sem Ocorrência
26,5,1143,2,894.61,9,2023-11-27,2023-12-20,Sem Ocorrência
76,9,1144,42,4290.77,32,2023-08-03,2023-08-09,Entrega com Avaria
382,7,1145,49,197.22,26,2023-05-11,2023-06-06,Entrega com Avaria
176,3,1146,13,2857.44,34,2023-11-29,2023-12-06,Entrega com Avaria
71,3,1147,38,91.76,3,2023-06-13,2023-06-17,Sem Ocorrência
22,4,1148,7,1022.61,32,2023-09-23,2023-10-09,Entrega com Avaria
188,3,1149,5,2655.21,7,2023-02-18,2023-03-17,Sem Ocorrência
169,8,1150,50,4131.58,40,2023-09-01,2023-09-30,Sem Ocorrência
143,2,1151,45,57.67,35,2023-07-30,2023-08-19,Sem Ocorrência
390,15,1152,22,2357.66,6,2023-11-09,2023-12-09,Sem Ocorrência
217,4,1153,4,1446.11,37,2023-05-10,2023-06-03,Entrega com Avaria
212,12,1154,39,2797.46,26,2023-07-18,2023-08-17,Entrega com Avaria
390,13,1155,25,4815.47,9,2023-10-22,2023-10-27,Entrega com Avaria
82,11,1156,4,4179.98,11,2023-02-19,2023-03-14,Entrega com Avaria
405,14,1157,49,698.28,28,2023-08-15,2023-08-30,Sem Ocorrência
195,15,1158,38,252.74,12,2023-05-30,2023-06-07,Sem Ocorrência
133,9,1159,13,3708.86,35,2023-03-26,2023-04-03,Entrega com Avaria
232,4,1160,18,2048.06,39,2023-08-26,2023-09-08,Sem Ocorrência
152,6,1161,30,4488.99,19,2023-05-02,2023-05-12,Entrega com Avaria
321,6,1162,7,625.16,11,2023-03-20,2023-03-28,Sem Ocorrência
247,12,1163,38,3512.35,17,2023-12-07,2023-12-23,Entrega com Avaria
253,14,1164,10,1838.46,22,2023-08-28,2023-09-22,Entrega com Avaria
366,7,1165,21,322.7,24,2023-08-17,2023-08-30,Sem Ocorrência
312,3,1166,3,400.41,26,2023-10-27,2023-11-14,Entrega com Avaria
146,4,1167,20,3981.41,21,2023-12-05,2023-12-30,Entrega com Avaria
405,6,1168,50,4693.87,10,2023-07-08,2023-07-27,Sem Ocorrência
22,14,1169,19,1000.19,16,2023-09-09,2023-09-10,Entrega com Avaria
472,16,1170,3,765.15,36,2023-04-17,2023-04-30,Sem Ocorrência
466,10,1171,9,3777.55,9,2023-06-09,2023-06-19,Entrega com Avaria
86,15,1172,33,4527.42,25,2023-01-23,2023-01-27,Entrega com Avaria
232,8,1173,17,1860.11,2,2023-05-29,2023-06-24,Entrega com Avaria
181,12,1174,42,1140.51,1,2023-09-23,2023-10-02,Sem Ocorrência
364,16,1175,5,40.64,16,2023-06-17,2023-06-21,Sem Ocorrência
247,11,1176,39,3632.06,2,2023-09-30,2023-10-06,Entrega com Avaria
178,8,1177,14,2951.9,21,2023-09-22,2023-10-02,Entrega com Avaria
480,10,1178,22,347.34,27,2023-10-08,2023-10-27,Entrega com Avaria
485,13,1179,3,740.54,22,2023-12-26,2023-12-31,Entrega com Avaria
368,4,1180,37,2250.18,37,2023-02-04,2023-02-28,Sem Ocorrência
78,2,1181,36,4249.2,17,2023-05-13,2023-06-10,Entrega com Avaria
44,11,1182,45,2725.87,14,2023-08-12,2023-09-10,Entrega com Avaria
393,2,1183,43,1076.81,25,2023-12-09,2023-12-15,Entrega com Avaria
280,11,1184,30,2793.17,39,2023-02-21,2023-03-02,Entrega com Avaria
402,3,1185,33,302.65,3,2023-05-26,2023-06-24,Sem Ocorrência
372,2,1186,47,2346.25,12,2023-01-11,2023-01-28,Entrega com Avaria
67,5,1187,51,2987.25,5,2023-03-30,2023-04-16,Sem Ocorrência
142,12,1188,2,957.0,30,2023-08-04,2023-08-22,Entrega com Avaria
265,4,1189,39,715.93,9,2023-10-01,2023-10-20,Sem Ocorrência
319,8,1190,8,505.36,31,2023-08-13,2023-08-24,Entrega com Avaria
284,8,1191,15,4887.05,16,2023-07-26,2023-07-27,Entrega com Avaria
349,7,1192,2,957.02,9,2023-06-25,2023-07-25,Entrega com Avaria
436,1,1193,33,2707.08,34,2023-09-09,2023-10-09,Entrega com Avaria
24,2,1194,40,2801.03,22,2023-10-08,2023-10-29,Sem Ocorrência
65,14,1195,35,393.01,27,2023-09-22,2023-10-10,Sem Ocorrência
363,15,1196,31,4576.27,28,2023-03-26,2023-03-31,Entrega com Avaria
90,14,1197,25,4488.34,31,2023-11-15,2023-11-28,Entrega com Avaria
17,6,1198,25,2055.83,13,2023-05-08,2023-05-25,Sem Ocorrência
431,13,1199,43,1397.92,1,2023-12-17,2023-12-31,Entrega com Avaria
226,14,1200,16,1726.66,25,2023-01-10,2023-01-14,Entrega com Avaria
449,13,1201,4,257.84,19,2023-10-17,2023-10-23,Sem Ocorrência
161,5,1202,41,3491.56,24,2023-09-04,2023-09-12,Sem Ocorrência
117,13,1203,32,1639.03,10,2023-12-07,2023-12-31,Sem Ocorrência
184,15,1204,34,598.34,39,2023-09-29,2023-10-12,Sem Ocorrência
252,3,1205,17,3967.94,3,2023-11-14,2023-11-25,Entrega com Avaria
56,12,1206,38,1752.7,29,2023-06-01,2023-06-25,Entrega com Avaria
224,3,1207,37,624.11,19,2023-01-10,2023-01-19,Sem Ocorrência
288,14,1208,30,1269.6,37,2023-08-07,2023-09-03,Sem Ocorrência
417,5,1209,14,3767.74,8,2023-08-26,2023-09-09,Sem Ocorrência
223,16,1210,11,1483.75,39,2023-12-18,2023-12-21,Sem Ocorrência
183,7,1211,43,913.91,16,2023-11-12,2023-11-21,Entrega com Avaria
376,7,1212,23,951.15,11,2023-12-21,2023-12-31,Sem Ocorrência
469,11,1213,30,1603.05,27,2023-07-11,2023-08-08,Sem Ocorrência
368,11,1214,14,848.07,15,2023-04-07,2023-04-21,Entrega com Avaria
165,3,1215,40,3429.98,34,2023-05-18,2023-06-05,Sem Ocorrência
153,4,1216,41,2871.06,1,2023-11-11,2023-11-30,Sem Ocorrência
353,11,1217,7,413.33,29,2023-08-19,2023-09-11,Sem Ocorrência
66,10,1218,13,442.25,24,2023-03-11,2023-03-13,Sem Ocorrência
170,4,1219,37,4068.06,41,2023-02-28,2023-03-06,Sem Ocorrência
301,1,1220,32,4870.42,9,2023-09-12,2023-09-24,Sem Ocorrência
298,16,1221,8,1579.85,20,2023-03-27,2023-03-29,Entrega com Avaria
99,2,1222,5,2838.38,35,2023-10-22,2023-10-26,Entrega com Avaria
369,12,1223,51,3651.91,19,2023-10-11,2023-10-14,Sem Ocorrência
23,14,1224,20,4419.46,22,2023-12-19,2023-12-31,Entrega com Avaria
148,11,1225,36,1088.39,17,2023-07-29,2023-08-20,Entrega com Avaria
212,14,1226,5,700.68,4,2023-12-05,2023-12-21,Entrega com Avaria
113,13,1227,50,165.88,15,2023-01-26,2023-02-09,Entrega com Avaria
136,7,1228,15,1059.89,12,2023-05-22,2023-06-06,Entrega com Avaria
119,13,1229,34,4554.69,7,2023-01-28,2023-02-11,Sem Ocorrência
278,2,1230,31,649.39,9,2023-02-19,2023-03-14,Entrega com Avaria
339,10,1231,32,3517.8,16,2023-07-02,2023-08-01,Entrega com Avaria
76,10,1232,16,2399.0,10,2023-04-26,2023-05-08,Sem Ocorrência
281,14,1233,33,2493.14,37,2023-04-25,2023-05-13,Entrega com Avaria
250,6,1234,10,1503.25,35,2023-05-17,2023-05-21,Entrega com Avaria
178,4,1235,23,1767.68,25,2023-12-02,2023-12-28,Sem Ocorrência
209,2,1236,50,4798.64,39,2023-05-28,2023-06-07,Sem Ocorrência
368,2,1237,48,1370.98,1,2023-06-29,2023-07-12,Sem Ocorrência
315,6,1238,3,139.91,25,2023-11-09,2023-11-22,Entrega com Avaria
143,12,1239,14,863.71,5,2023-12-23,2023-12-31,Entrega com Avaria
273,9,1240,40,2159.21,38,2023-06-21,2023-07-18,Sem Ocorrência
299,1,1241,36,725.03,32,2023-12-17,2023-12-22,Sem Ocorrência
465,15,1242,12,1322.24,23,2023-05-08,2023-05-29,Sem Ocorrência
399,1,1243,46,4916.09,39,2023-04-30,2023-05-14,Entrega com Avaria
216,11,1244,24,3301.08,8,2023-09-26,2023-10-15,Entrega com Avaria
469,7,1245,16,107.89,7,2023-07-15,2023-07-16,Entrega com Avaria
30,12,1246,40,698.6,4,2023-01-22,2023-02-02,Entrega com Avaria
330,6,1247,19,148.78,2,2023-10-12,2023-11-11,Sem Ocorrência
84,14,1248,11,94.53,11,2023-08-10,2023-09-07,Sem Ocorrência
230,7,1249,4,39.62,13,2023-04-05,2023-05-03,Sem Ocorrência
17,16,1250,43,1771.83,13,2023-09-05,2023-09-29,Sem Ocorrência
115,15,1251,31,961.58,37,2023-09-19,2023-10-08,Entrega com Avaria
23,2,1252,29,1944.51,27,2023-12-21,2023-12-31,Sem Ocorrência
288,7,1253,33,896.78,19,2023-02-14,2023-02-28,Entrega com Avaria
279,1,1254,33,1563.12,27,2023-06-01,2023-06-06,Entrega com Avaria
329,15,1255,21,4931.98,32,2023-10-19,2023-10-24,Entrega com Avaria
317,1,1256,43,913.24,34,2023-07-28,2023-07-31,Entrega com Avaria
141,2,1257,39,4189.77,15,2023-02-22,2023-03-09,Entrega com Avaria
459,7,1258,24,630.75,20,2023-09-03,2023-09-19,Sem Ocorrência
455,3,1259,33,4768.18,20,2023-08-03,2023-08-21,Entrega com Avaria
45,15,1260,1,378.26,30,2023-08-30,2023-09-27,Entrega com Avaria
282,15,1261,44,3845.01,19,2023-07-10,2023-07-30,Entrega com Avaria
475,2,1262,11,1269.13,4,2023-09-12,2023-09-22,Entrega com Avaria
464,8,1263,44,1764.65,17,2023-05-25,2023-06-23,Entrega com Avaria
167,11,1264,31,2250.71,34,2023-08-04,2023-08-22,Entrega com Avaria
369,1,1265,46,2168.82,4,2023-06-04,2023-06-29,Sem Ocorrência
406,16,1266,23,4278.56,40,2023-10-27,2023-11-11,Sem Ocorrência
403,11,1267,16,1987.47,36,2023-12-23,2023-12-31,Sem Ocorrência
188,3,1268,10,3177.58,32,2023-03-23,2023-04-11,Sem Ocorrência
297,5,1269,48,3572.23,16,2023-07-29,2023-08-13,Sem Ocorrência
127,16,1270,31,422.9,41,2023-06-03,2023-06-23,Entrega com Avaria
146,10,1271,4,2314.98,38,2023-02-07,2023-03-06,Entrega com Avaria
153,15,1272,22,2645.87,3,2023-08-09,2023-09-02,Sem Ocorrência
170,9,1273,42,3448.09,17,2023-06-26,2023-06-29,Sem Ocorrência
403,6,1274,17,4004.57,4,2023-01-14,2023-02-08,Sem Ocorrência
213,7,1275,51,2170.53,36,2023-05-23,2023-06-10,Entrega com Avaria
68,4,1276,15,2858.01,16,2023-11-05,2023-11-08,Entrega com Avaria
411,5,1277,4,1251.87,11,2023-01-10,2023-01-28,Sem Ocorrência
199,6,1278,17,766.27,25,2023-11-16,2023-11-21,Sem Ocorrência
313,11,1279,12,4578.05,3,2023-07-13,2023-07-25,Sem Ocorrência
424,15,1280,51,1165.5,4,2023-01-10,2023-01-11,Sem Ocorrência
350,2,1281,51,4414.98,36,2023-08-12,2023-08-25,Sem Ocorrência
426,16,1282,42,1506.16,20,2023-04-09,2023-04-15,Entrega com Avaria
369,16,1283,46,1006.64,21,2023-05-18,2023-05-25,Entrega com Avaria
404,9,1284,19,1863.66,26,2023-02-14,2023-03-15,Sem Ocorrência
135,2,1285,15,2794.62,35,2023-06-01,2023-06-25,Entrega com Avaria
90,1,1286,40,3173.46,31,2023-06-25,2023-07-07,Entrega com Avaria
177,8,1287,7,4051.96,18,2023-08-23,2023-08-29,Sem Ocorrência
307,1,1288,25,2753.07,7,2023-12-19,2023-12-24,Entrega com Avaria
120,9,1289,30,4270.94,4,2023-02-03,2023-02-15,Sem Ocorrência
285,8,1290,45,4421.42,15,2023-09-11,2023-10-07,Entrega com Avaria
429,10,1291,46,604.88,25,2023-05-13,2023-05-20,Entrega com Avaria
132,16,1292,12,2669.98,33,2023-07-12,2023-07-27,Sem Ocorrência
124,6,1293,22,3181.99,14,2023-07-21,2023-08-05,Entrega com Avaria
281,4,1294,1,3750.43,36,2023-04-29,2023-05-06,Entrega com Avaria
406,15,1295,3,290.76,14,2023-03-12,2023-03-20,Entrega com Avaria
462,5,1296,8,4190.54,34,2023-09-01,2023-09-23,Sem Ocorrência
327,13,1297,20,2713.16,15,2023-05-02,2023-05-27,Sem Ocorrência
62,2,1298,28,2115.15,26,2023-03-30,2023-04-27,Sem Ocorrência
301,2,1299,35,800.87,21,2023-07-16,2023-08-09,Sem Ocorrência
32,9,1300,23,2168.74,19,2023-06-04,2023-06-10,Entrega com Avaria
303,14,1301,4,4064.04,15,2023-06-07,2023-06-28,Sem Ocorrência
357,16,1302,24,844.29,34,2023-01-27,2023-02-12,Sem Ocorrência
248,3,1303,26,591.72,8,2023-10-18,2023-11-09,Sem Ocorrência
58,9,1304,20,4191.78,36,2023-05-23,2023-05-29,Entrega com Avaria
324,3,1305,16,4282.64,31,2023-11-13,2023-12-11,Sem Ocorrência
355,2,1306,27,2254.84,8,2023-08-16,2023-08-18,Entrega com Avaria
67,9,1307,6,1428.53,23,2023-06-09,2023-06-19,Entrega com Avaria
31,14,1308,23,3685.99,16,2023-02-08,2023-02-19,Sem Ocorrência
463,2,1309,7,2393.27,12,2023-09-29,2023-10-26,Entrega com Avaria
488,14,1310,38,3799.05,14,2023-03-24,2023-04-18,Entrega com Avaria
16,1,1311,42,3868.87,28,2023-08-27,2023-09-24,Sem Ocorrência
181,6,1312,17,3252.63,22,2023-07-04,2023-07-18,Sem Ocorrência
167,9,1313,14,2119.89,27,2023-08-24,2023-09-02,Sem Ocorrência
236,1,1314,1,1546.19,6,2023-03-16,2023-03-30,Sem Ocorrência
357,8,1315,17,4157.6,1,2023-12-21,2023-12-31,Entrega com Avaria
85,6,1316,8,3440.05,29,2023-09-08,2023-09-20,Entrega com Avaria
277,6,1317,24,2870.85,23,2023-12-04,2023-12-08,Entrega com Avaria
209,14,1318,28,51.53,9,2023-01-20,2023-01-28,Sem Ocorrência
128,13,1319,36,1496.53,40,2023-11-21,2023-11-29,Entrega com Avaria
376,3,1320,33,4099.72,37,2023-12-05,2023-12-27,Entrega com Avaria
236,1,1321,12,229.14,2,2023-01-22,2023-01-31,Sem Ocorrência
90,1,1322,42,2135.53,41,2023-09-11,2023-10-05,Sem Ocorrência
498,11,1323,1,403.85,32,2023-05-31,2023-06-28,Entrega com Avaria
308,5,1324,7,153.9,15,2023-08-16,2023-08-25,Sem Ocorrência
243,15,1325,51,1644.66,16,2023-03-14,2023-03-27,Sem Ocorrência
26,6,1326,6,1203.29,8,2023-11-01,2023-11-25,Entrega com Avaria
227,2,1327,8,4717.49,10,2023-07-28,2023-08-12,Sem Ocorrência
388,13,1328,6,1734.77,37,2023-03-21,2023-04-04,Entrega com Avaria
289,7,1329,38,4507.71,29,2023-09-07,2023-09-17,Sem Ocorrência
137,6,1330,5,4505.09,36,2023-01-25,2023-02-08,Entrega com Avaria
198,8,1331,3,4494.12,7,2023-07-07,2023-07-19,Sem Ocorrência
58,15,1332,49,1848.06,14,2023-10-31,2023-11-07,Sem Ocorrência
304,15,1333,37,1815.88,7,2023-01-05,2023-01-26,Entrega com Avaria
391,9,1334,14,334.71,17,2023-09-12,2023-09-13,Sem Ocorrência
325,10,1335,51,2686.79,31,2023-04-05,2023-04-11,Entrega com Avaria
479,10,1336,20,1087.75,35,2023-07-29,2023-08-19,Entrega com Avaria
455,4,1337,18,207.2,29,2023-11-10,2023-12-02,Sem Ocorrência
251,8,1338,24,4586.16,29,2023-04-23,2023-04-28,Entrega com Avaria
87,9,1339,45,2556.9,16,2023-06-20,2023-07-07,Sem Ocorrência
193,10,1340,39,2154.59,32,2023-08-29,2023-09-08,Sem Ocorrência
239,13,1341,13,157.71,37,2023-08-22,2023-09-16,Sem Ocorrência
131,7,1342,13,3583.63,19,2023-05-21,2023-05-31,Entrega com Avaria
363,10,1343,17,1686.94,21,2023-03-02,2023-03-28,Entrega com Avaria
302,11,1344,48,2024.75,30,2023-04-18,2023-05-04,Sem Ocorrência
180,5,1345,11,2959.79,40,2023-01-06,2023-02-04,Entrega com Avaria
230,11,1346,4,12.49,10,2023-08-16,2023-08-21,Sem Ocorrência
482,9,1347,37,3406.3,8,2023-08-25,2023-09-01,Entrega com Avaria
38,7,1348,5,3118.69,17,2023-10-11,2023-10-31,Entrega com Avaria
23,14,1349,39,3931.81,15,2023-10-09,2023-11-05,Entrega com Avaria
460,16,1350,45,1230.17,17,2023-02-27,2023-03-21,Sem Ocorrência
196,13,1351,33,2188.56,2,2023-05-11,2023-06-01,Entrega com Avaria
311,12,1352,37,327.73,6,2023-07-04,2023-07-18,Entrega com Avaria
153,10,1353,40,4116.16,8,2023-06-08,2023-06-11,Sem Ocorrência
392,3,1354,13,948.2,12,2023-03-11,2023-03-16,Sem Ocorrência
257,16,1355,16,4524.28,35,2023-03-14,2023-03-30,Sem Ocorrência
162,16,1356,11,491.76,35,2023-02-02,2023-02-13,Sem Ocorrência
326,5,1357,33,4529.55,29,2023-07-08,2023-07-23,Entrega com Avaria
418,14,1358,3,1479.28,15,2023-11-10,2023-11-21,Sem Ocorrência
93,8,1359,9,1778.04,28,2023-04-10,2023-04-16,Sem Ocorrência
325,12,1360,31,4389.29,33,2023-01-05,2023-01-21,Entrega com Avaria
302,11,1361,49,2849.99,22,2023-09-18,2023-09-28,Sem Ocorrência
379,12,1362,17,155.74,24,2023-02-28,2023-03-30,Sem Ocorrência
476,13,1363,4,3183.76,24,2023-09-02,2023-09-14,Sem Ocorrência
494,11,1364,48,4908.11,20,2023-04-25,2023-05-20,Entrega com Avaria
458,5,1365,32,4820.24,19,2023-08-16,2023-09-11,Sem Ocorrência
227,2,1366,14,93.67,9,2023-09-24,2023-10-14,Sem Ocorrência
155,10,1367,36,3845.78,9,2023-08-15,2023-08-27,Entrega com Avaria
203,3,1368,12,2340.56,20,2023-12-11,2023-12-12,Entrega com Avaria
477,9,1369,16,4588.63,40,2023-08-25,2023-08-27,Entrega com Avaria
250,7,1370,37,804.9,19,2023-09-13,2023-09-30,Entrega com Avaria
457,12,1371,13,2780.88,3,2023-02-13,2023-02-19,Sem Ocorrência
322,8,1372,44,4455.5,7,2023-02-19,2023-03-12,Entrega com Avaria
154,9,1373,5,4285.45,4,2023-09-14,2023-09-15,Sem Ocorrência
182,3,1374,1,2833.83,41,2023-10-27,2023-11-19,Entrega com Avaria
45,6,1375,2,3828.25,23,2023-11-07,2023-11-12,Entrega com Avaria
24,2,1376,20,3312.05,27,2023-06-19,2023-06-23,Entrega com Avaria
474,6,1377,7,247.13,9,2023-06-18,2023-06-21,Sem Ocorrência
487,12,1378,32,3782.68,23,2023-06-19,2023-07-01,Entrega com Avaria
87,13,1379,41,2619.59,38,2023-03-30,2023-04-17,Entrega com Avaria
176,5,1380,22,1088.03,24,2023-09-10,2023-10-09,Sem Ocorrência
385,11,1381,19,3037.15,19,2023-09-20,2023-10-15,Sem Ocorrência
37,16,1382,34,3265.84,16,2023-05-03,2023-05-30,Sem Ocorrência
372,11,1383,11,2441.01,29,2023-02-13,2023-02-28,Sem Ocorrência
281,7,1384,1,4894.1,2,2023-02-19,2023-03-16,Entrega com Avaria
223,13,1385,18,4638.43,41,2023-02-15,2023-03-08,Entrega com Avaria
122,16,1386,47,3915.24,3,2023-10-10,2023-10-31,Sem Ocorrência
234,13,1387,3,1056.11,11,2023-06-19,2023-06-22,Entrega com Avaria
333,6,1388,51,267.31,22,2023-12-13,2023-12-18,Sem Ocorrência
430,3,1389,17,1804.27,24,2023-12-17,2023-12-31,Entrega com Avaria
343,12,1390,36,4326.14,23,2023-05-11,2023-05-22,Sem Ocorrência
299,11,1391,11,316.84,28,2023-09-22,2023-10-17,Entrega com Avaria
230,7,1392,51,1104.97,15,2023-07-17,2023-08-08,Sem Ocorrência
128,7,1393,8,255.11,28,2023-05-29,2023-06-02,Entrega com Avaria
491,9,1394,13,1961.74,10,2023-01-18,2023-01-27,Entrega com Avaria
225,15,1395,38,51.36,1,2023-03-23,2023-03-25,Sem Ocorrência
420,16,1396,45,2657.12,17,2023-10-29,2023-11-06,Entrega com Avaria
318,9,1397,49,2243.53,25,2023-07-25,2023-08-06,Entrega com Avaria
368,14,1398,2,4423.25,2,2023-10-24,2023-11-01,Sem Ocorrência
366,13,1399,43,538.65,24,2023-05-10,2023-05-14,Sem Ocorrência
37,2,1400,41,4318.77,32,2023-12-06,2023-12-25,Sem Ocorrência
355,4,1401,49,2892.8,14,2023-07-03,2023-07-24,Entrega com Avaria
196,9,1402,28,1548.15,9,2023-02-18,2023-03-03,Entrega com Avaria
159,12,1403,22,3773.81,39,2023-12-14,2023-12-31,Sem Ocorrência
225,12,1404,12,425.41,29,2023-08-05,2023-08-19,Entrega com Avaria
52,2,1405,13,2622.15,31,2023-11-21,2023-12-12,Entrega com Avaria
134,7,1406,20,65.37,37,2023-08-03,2023-08-07,Sem Ocorrência
233,7,1407,31,2240.76,16,2023-04-30,2023-05-19,Entrega com Avaria
191,13,1408,35,1614.43,30,2023-10-20,2023-10-21,Entrega com Avaria
215,6,1409,19,2753.28,39,2023-08-27,2023-08-28,Sem Ocorrência
121,13,1410,25,4512.74,20,2023-03-27,2023-04-03,Entrega com Avaria
370,7,1411,43,2667.2,41,2023-06-09,2023-07-09,Entrega com Avaria
101,7,1412,10,3120.3,10,2023-12-22,2023-12-31,Sem Ocorrência
294,6,1413,22,1973.94,11,2023-07-06,2023-07-11,Entrega com Avaria
205,16,1414,7,326.27,23,2023-01-12,2023-01-20,Entrega com Avaria
388,13,1415,5,1344.07,10,2023-12-19,2023-12-31,Entrega com Avaria
308,16,1416,51,3038.32,12,2023-02-27,2023-03-19,Entrega com Avaria
154,13,1417,1,2711.05,4,2023-06-06,2023-06-14,Entrega com Avaria
313,5,1418,37,3128.38,37,2023-09-16,2023-09-21,Entrega com Avaria
87,11,1419,11,2309.0,16,2023-06-04,2023-06-05,Sem Ocorrência
435,3,1420,9,3934.73,25,2023-06-27,2023-07-04,Entrega com Avaria
